time	V(vout)	Ix(xinv_20_1@0:y_c17530)
1.597409525346907e-09	1.436923e-04	-6.157524e-06
1.636472025346907e-09	1.479088e-04	6.263119e-06
1.675534525346907e-09	3.445851e-05	-6.160871e-06
1.714597025346907e-09	7.851802e-05	6.189198e-06
1.753659525346907e-09	-6.007490e-06	-6.135700e-06
1.792722025346907e-09	5.127578e-05	6.134998e-06
1.831784525346907e-09	-2.119034e-05	-6.100796e-06
1.870847025346907e-09	4.006888e-05	6.089101e-06
1.909909525346907e-09	-2.635083e-05	-6.062863e-06
1.948972025346907e-09	3.503582e-05	6.047410e-06
1.988034525346907e-09	-2.767857e-05	-6.024751e-06
2.027097025346907e-09	3.239523e-05	6.008294e-06
2.066159525346907e-09	-2.755177e-05	-5.987501e-06
2.105222025346907e-09	3.069359e-05	5.971073e-06
2.144284525346907e-09	-2.688381e-05	-5.951460e-06
2.183347025346907e-09	2.937188e-05	5.935431e-06
2.222409525346907e-09	-2.602525e-05	-5.916709e-06
2.261472025346907e-09	2.821481e-05	5.901199e-06
2.300534525346907e-09	-2.511034e-05	-5.883233e-06
2.339597025346907e-09	2.713918e-05	5.868265e-06
2.378659525346907e-09	-2.419027e-05	-5.850979e-06
2.417722025346907e-09	2.611256e-05	5.836543e-06
2.456784525346907e-09	-2.328427e-05	-5.819885e-06
2.495847025346907e-09	2.512206e-05	5.805955e-06
2.534909525346907e-09	-2.239932e-05	-5.789886e-06
2.573972025346907e-09	2.416227e-05	5.776433e-06
2.613034525346907e-09	-2.153771e-05	-5.760918e-06
2.652097025346907e-09	2.323069e-05	5.747914e-06
2.691159525346907e-09	-2.069993e-05	-5.732920e-06
2.730222025346907e-09	2.232594e-05	5.720337e-06
2.769284525346908e-09	-1.988577e-05	-5.705834e-06
2.808347025346908e-09	2.144707e-05	5.693645e-06
2.847409525346908e-09	-1.909478e-05	-5.679604e-06
2.886472025346908e-09	2.059332e-05	5.667785e-06
2.925534525346908e-09	-1.832643e-05	-5.654178e-06
2.964597025346908e-09	1.976401e-05	5.642704e-06
3.003659525346908e-09	-1.758015e-05	-5.629508e-06
3.042722025346908e-09	1.895849e-05	5.618356e-06
3.081784525346908e-09	-1.685537e-05	-5.605545e-06
3.120847025346908e-09	1.817613e-05	5.594693e-06
3.159909525346908e-09	-1.615154e-05	-5.582245e-06
3.198972025346908e-09	1.741633e-05	5.571675e-06
3.238034525346908e-09	-1.546809e-05	-5.559567e-06
3.277097025346908e-09	1.667850e-05	5.549259e-06
3.316159525346908e-09	-1.480449e-05	-5.537472e-06
3.355222025346908e-09	1.596204e-05	5.527407e-06
3.394284525346908e-09	-1.416022e-05	-5.515921e-06
3.433347025346908e-09	1.526642e-05	5.506082e-06
3.472409525346908e-09	-1.353476e-05	-5.494879e-06
3.511472025346908e-09	1.459106e-05	5.485251e-06
3.550534525346908e-09	-1.292761e-05	-5.474313e-06
3.589597025346908e-09	1.393543e-05	5.464880e-06
3.628659525346908e-09	-1.233828e-05	-5.454191e-06
3.667722025346908e-09	1.329901e-05	5.444940e-06
3.706784525346908e-09	-1.176629e-05	-5.434484e-06
3.745847025346909e-09	1.268128e-05	5.425400e-06
3.784909525346908e-09	-1.121117e-05	-5.415163e-06
3.823972025346908e-09	1.208174e-05	5.406235e-06
3.863034525346907e-09	-1.067248e-05	-5.396203e-06
3.902097025346907e-09	1.149990e-05	5.387418e-06
3.941159525346907e-09	-1.014975e-05	-5.377578e-06
3.980222025346906e-09	1.093528e-05	5.368925e-06
4.019284525346906e-09	-9.642572e-06	-5.359264e-06
4.058347025346906e-09	1.038743e-05	5.350733e-06
4.097409525346905e-09	-9.150506e-06	-5.341240e-06
4.136472025346905e-09	9.855872e-06	5.332821e-06
4.175534525346904e-09	-8.673145e-06	-5.323485e-06
4.214597025346904e-09	9.340177e-06	5.315169e-06
4.253659525346904e-09	-8.210085e-06	-5.305979e-06
4.292722025346903e-09	8.839909e-06	5.297758e-06
4.331784525346903e-09	-7.760935e-06	-5.288704e-06
4.370847025346903e-09	8.354646e-06	5.280569e-06
4.409909525346902e-09	-7.325311e-06	-5.271643e-06
4.448972025346902e-09	7.883975e-06	5.263586e-06
4.488034525346901e-09	-6.902841e-06	-5.254779e-06
4.527097025346901e-09	7.427496e-06	5.246793e-06
4.566159525346901e-09	-6.493161e-06	-5.238097e-06
4.605222025346900e-09	6.984818e-06	5.230176e-06
4.644284525346900e-09	-6.095915e-06	-5.221583e-06
4.683347025346900e-09	6.555560e-06	5.213720e-06
4.722409525346899e-09	-5.710760e-06	-5.205223e-06
4.761472025346899e-09	6.139349e-06	5.197413e-06
4.800534525346898e-09	-5.337358e-06	-5.189006e-06
4.839597025346898e-09	5.735825e-06	5.181244e-06
4.878659525346898e-09	-4.975381e-06	-5.172918e-06
4.917722025346897e-09	5.344632e-06	5.165199e-06
4.956784525346897e-09	-4.624510e-06	-5.156950e-06
4.995847025346897e-09	4.965429e-06	5.149268e-06
5.034909525346896e-09	-4.284434e-06	-5.141091e-06
5.073972025346896e-09	4.597879e-06	5.133442e-06
5.113034525346895e-09	-3.954849e-06	-5.125331e-06
5.152097025346895e-09	4.241657e-06	5.117712e-06
5.191159525346895e-09	-3.635461e-06	-5.109662e-06
5.230222025346894e-09	3.896444e-06	5.102069e-06
5.269284525346894e-09	-3.325982e-06	-5.094075e-06
5.308347025346894e-09	3.561930e-06	5.086504e-06
5.347409525346893e-09	-3.026131e-06	-5.078563e-06
5.386472025346893e-09	3.237814e-06	5.071011e-06
5.425534525346892e-09	-2.735636e-06	-5.063118e-06
5.464597025346892e-09	2.923803e-06	5.055582e-06
5.503659525346892e-09	-2.454232e-06	-5.047733e-06
5.542722025346891e-09	2.619610e-06	5.040211e-06
5.581784525346891e-09	-2.181661e-06	-5.032403e-06
5.620847025346891e-09	2.324957e-06	5.024892e-06
5.659909525346890e-09	-1.917670e-06	-5.017122e-06
5.698972025346890e-09	2.039574e-06	5.009619e-06
5.738034525346889e-09	-1.662016e-06	-5.001884e-06
5.750000000000000e-09	1.487209e-06	4.977197e-06
5.751196547465311e-09	-2.504760e-03	6.413992e-05
5.753589642395933e-09	-7.552859e-03	7.761450e-05
5.758375832257178e-09	-1.708388e-02	6.176717e-05
5.767476946050230e-09	-3.472752e-02	7.382376e-05
5.783187406144632e-09	-2.984246e-02	-8.869869e-05
5.801656401480185e-09	6.905535e-02	-2.789895e-04
5.821096106138255e-09	2.908388e-01	-5.157804e-04
5.850000000000000e-09	8.833703e-01	-9.645150e-04
5.852890389386175e-09	9.628383e-01	-1.039298e-03
5.858671168158524e-09	1.120424e+00	-1.049160e-03
5.870232725703223e-09	1.424683e+00	-1.022620e-03
5.890104663313379e-09	1.919692e+00	-9.986712e-04
5.929167163313379e-09	2.785086e+00	-8.755188e-04
5.968229663313378e-09	3.478648e+00	-6.802200e-04
6.007292163313378e-09	3.924040e+00	-5.446849e-04
6.039036841038751e-09	4.153372e+00	-4.372458e-04
6.065486310677964e-09	4.330267e+00	-3.403198e-04
6.095432997421529e-09	4.540174e+00	-2.112085e-04
6.126266203633896e-09	4.705836e+00	-1.518286e-04
6.160342851463735e-09	4.823434e+00	-7.674116e-05
6.199405351463735e-09	4.903097e+00	-5.708253e-05
6.238467851463735e-09	4.946507e+00	-1.716984e-05
6.277530351463734e-09	4.970902e+00	-2.360156e-05
6.316592851463734e-09	4.983772e+00	1.018303e-06
6.355655351463733e-09	4.991356e+00	-1.326173e-05
6.394717851463733e-09	4.995008e+00	6.385668e-06
6.433780351463733e-09	4.997512e+00	-9.999632e-06
6.472842851463732e-09	4.998389e+00	7.860066e-06
6.511905351463732e-09	4.999360e+00	-8.877617e-06
6.550967851463732e-09	4.999409e+00	8.164365e-06
6.590030351463731e-09	4.999912e+00	-8.401528e-06
6.629092851463731e-09	4.999719e+00	8.118526e-06
6.668155351463730e-09	5.000075e+00	-8.124203e-06
6.707217851463730e-09	4.999813e+00	7.971968e-06
6.746280351463730e-09	5.000121e+00	-7.911190e-06
6.785342851463729e-09	4.999841e+00	7.796580e-06
6.824405351463729e-09	5.000128e+00	-7.721039e-06
6.863467851463729e-09	4.999852e+00	7.616809e-06
6.902530351463728e-09	5.000127e+00	-7.537906e-06
6.941592851463728e-09	4.999857e+00	7.437965e-06
6.980655351463727e-09	5.000125e+00	-7.358908e-06
7.019717851463727e-09	4.999862e+00	7.261453e-06
7.058780351463727e-09	5.000122e+00	-7.183213e-06
7.097842851463726e-09	4.999866e+00	7.087713e-06
7.136905351463726e-09	5.000118e+00	-7.010596e-06
7.175967851463726e-09	4.999870e+00	6.916896e-06
7.215030351463725e-09	5.000115e+00	-6.841005e-06
7.254092851463725e-09	4.999873e+00	6.749060e-06
7.293155351463724e-09	5.000112e+00	-6.674434e-06
7.332217851463724e-09	4.999877e+00	6.584231e-06
7.371280351463724e-09	5.000109e+00	-6.510891e-06
7.410342851463723e-09	4.999880e+00	6.422423e-06
7.449405351463723e-09	5.000106e+00	-6.350378e-06
7.488467851463723e-09	4.999884e+00	6.263640e-06
7.527530351463722e-09	5.000103e+00	-6.192897e-06
7.566592851463722e-09	4.999887e+00	6.107880e-06
7.605655351463721e-09	5.000100e+00	-6.038444e-06
7.644717851463721e-09	4.999890e+00	5.955139e-06
7.683780351463721e-09	5.000097e+00	-5.887011e-06
7.722842851463720e-09	4.999893e+00	5.805407e-06
7.761905351463720e-09	5.000094e+00	-5.738584e-06
7.800967851463720e-09	4.999896e+00	5.658668e-06
7.840030351463719e-09	5.000092e+00	-5.593149e-06
7.879092851463719e-09	4.999899e+00	5.514906e-06
7.918155351463718e-09	5.000089e+00	-5.450685e-06
7.957217851463718e-09	4.999902e+00	5.374099e-06
7.996280351463718e-09	5.000087e+00	-5.311169e-06
8.035342851463717e-09	4.999904e+00	5.236223e-06
8.074405351463717e-09	5.000084e+00	-5.174577e-06
8.113467851463717e-09	4.999907e+00	5.101253e-06
8.152530351463716e-09	5.000082e+00	-5.040881e-06
